Sentences,Propaganda (Optional),Fake/Legit,Sentiment,Bots (Optional),Topic (Domain),Source,Why Fake? (Optional),MSA or ALG dialects ,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,
الندوة الصحفية للناخب الوطني #جمال_بلماضي و سنغالي #آليو_سيسي 🎤 #الجزائر_السنغال 🇩🇿⚽🇸🇳 #ALGSEN #كان_2019 | #CAN2019 | #شجع_الخصر #LesVerts #TeamDZ #LesFennecs #123VivaLAlgerie,No,Legit,,No,,,,MSA,,4.9K,4K,58,792,17,9,10,1064,687931711676016
⭕#مباشر  #صدى_الكان  اجواء الجماهير الجزائرية التي تتابع الخضر عبر شاشة عملاقة ✅مباراة #الجزائر- #السنيغال,No,Legit,,No,,,,MSA,,1K,866,11,130,5,4,,218,450477415501451
⭕#مباشر  #صدى_الكان  ✅مباراة #الجزائر- #السنيغال من مركب الاولمبي محمد بوضياف,No,Legit,,No,,,,MSA,,476,423,2,45,4,,2,45,864234787288839
,No,Legit,,No,,,,MSA,,‎نيهي مماني نيهي‎ and 5.4K others,4.5K,43,779,26,7,8,1372,1421804764627646
🔴🔴حصة #صدى_الكان ترافقكم في #تغطية_مباشرة لاجواء مباراة #الجزائر_السنغال  #ALGSEN #LesVerts #TeamDZ #LesFennecs #123VivaLAlgerie,No,Legit,,No,,,,MSA,,564,480,7,72,2,1,2,174,350717452292492
🔴🔴#مباشر من #القاهرة أنصار الخضر متحمسون لمباراة #السنغال ومتفائلون بنتيجة إيجابية🇩🇿🇩🇿🇩🇿🇩🇿,No,Legit,,No,,,,MSA,,2.3K,2K,21,234,10,3,4,318,451485735704969
🔴🔴مباشر من #القاهرة  الأجواء مع انصار #الخضر في القاهرة قبل لقاء #السنغال  #LesVerts #TeamDZ #LesFennecs #SENALG,No,Legit,,No,,,,MSA,,1.6K,1.4K,14,161,3,3,4,364,863747060654615
⭕#مباشر  ✅#نقاش_الجزائر  غياب #الحلول_السياسية..أي مخرج توافقي للأزمة,No,Legit,,No,,,,MSA,,793,719,17,48,2,2,5,127,338043546863725
🔴#مباشر من #القاهرة موفد النهار الزميل #كمال_مهوي ينقل لنا الاجواء قبيل ساعات على مقابلة الحسم مع منتخب #السينغال #CAN2019 #شجع_الخضر | #كان_2019 | #ALGSEN | #الجزائر_السينغال #LesVerts #TeamDZ #LesFennecs,No,Legit,,No,,,,MSA,,669,605,5,54,2,1,2,130,553934098722391
🔴#مباشر من #القاهرة  ندوة صحفية لمدرب منتخب كينيا,No,Legit,,No,,,,MSA,,710,649,18,38,1,2,2,87,459770294813901
"🔴🔴#مباشر من #القاهرة #can2019 ندوة صحفية للناخب الوطني ""#جمال_بلماضي"" قبل مبارة السنغال ⚽⚽⚽",No,Legit,,No,,,,MSA,,1.3K,1.1K,5,142,4,,1,262,458825138234950
"🔴🔴#مباشر من #القاهرة #can2019 ندوة صحفية لمدرب #السنغال ""#أليو_سيسي"" قبل مبارة الجزائر ⚽⚽⚽",No,Legit,,No,,,,MSA,,955,858,26,65,2,1,3,317,374423763207940
⭕⭕#مباشر #نقاش_الجزائر  ✅الفساد في #الجزائر..قلة نصوص أم كثرة لصوص  تابعوا نقاش مثير بحضور الدكتور #فارس_مسدور,No,Legit,,No,,,,MSA,,759,676,13,53,4,4,9,156,2317957288446221
⭕#مباشر  موفد #النهار بـ #القاهرة 🏆⚽,No,Legit,,No,,,,MSA,,974,863,12,87,5,,7,99,445369022983405
🔴🔴#مباشر من #القاهرة أجواء ثاني حصة تدريبية للخضر تحسبا لمواجهة #السنغال يوم الخميس #LesVerts #TeamDZ #LesFennecs #123VivaLAlgerie,No,Legit,,No,,,,MSA,,2.2K,1.9K,21,281,9,4,3,461,2308582479210975
🚨إنتباه  اليوتيوبر المصري⁦🇪🇬⁩ #علي_سعيد في لايف خاص للجزائريين يدعوكم للقدوم لمصر بقوة وتشجيع #الخضر⁦🇩🇿⁩ في مباراة #السينغال 😄😀,No,Legit,,No,,,,MSA,,8.6K,7K,323,1.1K,31,21,80,2661,2324633247613487
"🔴🔴#مباشر من العاصمة المصرية #القاهرة البعثة الجزائرية تطالب بضرورة توفير كشك لبيع التذاكر مباشرة للأنصار بسبب نفاذ التذاكر عبر الموقع الالكتروني ""تذكرتي""",No,Legit,,No,,,,MSA,,820,711,11,74,17,2,5,147,449545845623048
"#مباشر  #ستاد_الكان🏆⚽ عبارة ""يتنحاو قاع"" ترحل مناصرا #جزائريا من #مصر",No,Legit,,No,,,,MSA,,1.2K,1.1K,29,83,4,4,6,218,490912795012746
شاهد فرحة لاعبي المنتخب الجزائري مع الأنصار بعد تحقيق فوز مستحق بثنائية نظيفة ضد المنتخب الكيني #CAN2019 #شجع_الخضر | #كان_2019 | #ALGKEN ⚽🇩🇿,No,Legit,,No,,,,MSA,,Soufiane Bellabidi and 18K others,14K,223,3.5K,63,23,24,2916,317844505770959
⭕#مباشر #صدى_الكان 🇩🇿🏆⚽,No,Legit,,No,,,,MSA,,2.3K,1.8K,25,411,13,8,16,684,381609395895341
"#النهار ترصد لحظة وصول حافلة المنتخب الوطني لملعب ""20 يونيو""",No,Legit,,No,,,,MSA,,664,583,4,69,2,2,4,102,431936204327473
,No,Legit,,No,,,,MSA,,3.8K,3.1K,40,647,8,10,10,1104,628479000999296
دخول لاعبي المنتخب الوطني لارضية الميدان,No,Legit,,No,,,,MSA,,12K,10K,97,2.1K,100,20,20,2571,438637043625750
"في هذه الاثناء وصول حافلة المنتخب الجزائري لملعب ""20 يونيو"" لمواجهة المنتخب #الكيني #شجع_الخضر | #كان_2019 | #ALGKEN ⚽🇩🇿",No,Legit,,No,,,,MSA,,7.1K,6K,57,969,22,9,9,1434,1087770668088347
"⭕#مباشر موفد النهار من اما ملعب الدفاع الجوي ""20 يونيو"" 🏆🇩🇿⚽",No,Legit,,No,,,,MSA,,1K,941,15,82,7,3,4,242,329116567998402
دخول منتخب كينيا منافس محاربي الصحراء غدا,No,Legit,,No,,,,MSA,,1.2K,1K,17,97,4,6,6,200,404633570261673
"مباشر | #مصر | #CAN2019 دخول لاعبي المنتخب الوطني #الجزائري لتفقد أرضية ملعب ""20 يونيو"" تحسبا لمباراة الغد ضد منتخب #كينيا",No,Legit,,No,,,,MSA,,4.9K,4.2K,61,604,14,8,10,1325,2455163587879089
#النهار | #Ennahar_Tv موفد النهار لمصر يستطلع رأي الإعلاميين العرب الحاضريين لتغطية البطولة الإفريقية,No,Legit,,No,,,,MSA,,593,535,11,32,4,2,9,91,710741876047253
"🔴🔴#مباشر من #القاهرة الزميل ""كمال مهوي"" يضعنا في أجواء آخر تحضيرات الخضر قبيل لقاء كينيا غدا",No,Legit,,No,,,,MSA,,1.3K,1.1K,14,105,2,5,5,170,1667604483383628
🔴🔴مباشر من #القاهرة لاعبو المنتخب الوطني في جولة للترفيه عن النفس وإبعاد الضغط تحسبا لمواجهة كينيا يوم غد,No,Legit,,No,,,,MSA,,2.6K,2.4K,44,174,11,7,2,259,416934305819801
"🔴🔴#مباشر من #مصر ندوة صحفية للناخب الوطني ""#جمال_بلماضي"" مرفوقا بنجم وقائد الخضر ""رياض #محرز""",No,Legit,,No,,,,MSA,,Lachraf Ahmed and 5K others,4.4K,51,452,9,16,16,1079,611158872714505
⭕#مباشر  مبعوث تلفزيون #النهار إلى #القاهرة 🇪🇬🏆⚽,No,Legit,,No,,,,MSA,,807,744,5,49,2,2,5,97,420993322076799
🔴🔴#مباشر من #القاهرة الأجواء ساعات قليلة قبل انطلاق العرس الكروي والحفل الافتتاحي بمصر.. في انتظار وصول الوفد الرسمي على راسهم الرئيس المصري عبد الفتاح السيسي,No,Legit,,No,,,,MSA,,1.4K,1.3K,19,95,4,3,10,245,438170723689648
🔴🔴مباشرة من العاصمة المصرية #القاهرة عرس كروي كبير وأجواء تنظيمية محكمة أمام الملعب الذي سيشهد المباراة الإفتتاحية بعد ساعات قليلة,No,Legit,,No,,,,MSA,,1.7K,1.5K,35,125,6,3,7,335,877011229315817
⭕#مباشر #قضية_ونقاش مآلات الحراك الشعبي..مفترق الطرق ..!!,No,Legit,,No,,,,MSA,,851,770,18,38,6,2,17,246,2591903944195442
⭕⭕#مباشر  ✅موفد تلفزيون #النهار إلى #مصر أنصار #الخضر ممتعضون لمنعهم من حضور الحصة التدريبية #للمنتخب_الوطني بملعب بتروسبورت,No,Legit,,No,,,,MSA,,993,907,12,58,1,1,14,90,820784808307646
"🔴🔴مباشر من العاصمة المصرية #القاهرة نقل مباشر لتنقل #المنتخب_الوطني إلى ملعب ""بترو سبورت"" لإجراء ثاني حصة تدريبية تحسبا لأول مباراة في #الكان",No,Legit,,No,,,,MSA,,2.5K,2.2K,29,252,8,7,23,371,1080073658857539
,No,Legit,,No,,,,MSA,,715,612,8,72,15,4,4,138,310670516508938
⭕#مباشر  #نقاش_الجزائر 4 أشهر على #حراك_الجزائر..هل تحققت المطالب,No,Legit,,No,,,,MSA,,984,878,17,70,4,6,9,281,444728633027979
🔴🔴#قايد_صالح: رفع أي راية غير العلم الوطني محاولة لاختراق المسيرات🇩🇿🇩🇿..وسنتصدى لكل من يحاول المساس بمشاعر الجزائريين,No,Legit,,No,,,,MSA,,6.7K,5.7K,66,773,31,9,187,1680,372416673409159
🔴#مباشر  لحظة عودة كمال #البوشي إلى #سجن_الحراش بعد تأجيل محاكمته,No,Legit,,No,,,,MSA,,397,361,13,17,3,1,2,13,857245411302140
⭕#مباشر  لحظة وصول #المنتخب_الوطني🇩🇿 إلى #فندق_كمبنسي بـ #القاهرة🇪🇬,No,Legit,,No,,,,MSA,,1.8K,1.5K,24,190,6,7,3,302,357389124968149
⭕#مباشر #كان_2019🏆 📌لحظة وصول #الخضر 🇩🇿 إلى مطار العاصمة المصرية #القاهرة🇪🇬,No,Legit,,No,,,,MSA,,1.3K,1.1K,16,136,5,4,7,223,418771025375150
🔴#مباشر من محكمة سيدي امحمد تقديم إطارات ديوان الخدمات الجامعية أمام نيابة المحكمة,No,Legit,,No,,,,MSA,,1.3K,1.2K,34,50,5,3,8,110,731877623896610
⭕#مباشر  الأجواء بـ #مصر🇪🇬 قبل أيام قليلة من إنطلاق نهائيات #كأس_أمم_إفريقيا🏆⚽,No,Legit,,No,,,,MSA,,1.3K,1.2K,27,89,5,8,11,194,591231418067244
موفد النهار من القاهرة يصف الأجواء هناك قبل إنطلاق بطولة كأس ألأمم الإفريقية,No,Legit,,No,,,,MSA,,1.3K,1.1K,33,72,3,4,10,145,415940775923743
🔴🔴#قايد_صالح:  الخروج من الأزمة يقتضي التعجيل بانتخابات رئاسية في الآجال المتاحة ويجب التخلي عن كافة دروب الأنانية الشخصية والحزبية,No,Legit,,No,,,,MSA,,3.9K,3.4K,94,307,13,11,35,869,321039852118546
"#عاجل | #النهار خروج  "" أحمد أويحيى"" في هذه الأثناء من محكمة سيدي امحمد بإتجاه سجن الحراش بعد أن تم سماع كلمته من قبل قاضي التحقيق في ملف ""سوفاك""",No,Legit,,No,,,,MSA,,3.7K,3.3K,159,201,17,6,21,525,336485567046527
#عاجل | #النهار قاضي تحقيق محكمة سيدي محمد يودع مراد عولمي حبس الحراش بعد ساعتين من الإستماع لأقواله.,No,Legit,,No,,,,MSA,,5.2K,4.7K,210,289,34,10,21,765,344774836207097
⭕#مباشر  #نقاش_الجزائر #القضاء ينتقل للسرعة القصوى.. و #قضايا_الفساد تكشف يوما بعد اخر,No,Legit,,No,,,,MSA,,1K,909,23,53,10,3,10,231,349983622341835
⭕#مباشر  #نقاش_الجزائر #القضاء ينتقل للسرعة القصوى.. و #قضايا_الفساد تكشف يوما بعد اخر,No,Legit,,No,,,,MSA,,1.4K,1.3K,10,76,13,16,17,171,464500417713831
🔴 🔴 #عاجل | #النهار | #الجزائر لحظة خروج الوزير السابق #عمار_تو من المحكمة العليا,No,Legit,,No,,,,MSA,,1.4K,1.2K,44,74,8,3,12,206,563280500867394
"#مباشر  محكمة سيدي امحمد.. وصول الوزير الأول السابق #أحمد_أويحيى الموقوف في #سجن_الحراش أويحيى يمثل أمام وكيل الجمهورية في قضية ""سوفاك""",No,Legit,,No,,,,MSA,,5K,4.6K,144,200,28,12,34,608,2237364319908444
"مباشر | #النهار برنامج #نقاش_الجزائر  بعنوان | ""أسبوع ساخن ينتظر الفاسدين.. ولا معاملة تفضيلية للمسؤولين المساجين""",No,Legit,,No,,,,MSA,,423,397,2,18,5,,1,47,425333414984670
⭕#مباشر  #نقاش_الجزائر  #فيضانات_جانت تعري واقع..ولاة ومسؤولون لا يغادرون مكاتبهم #المكيفة تابعوا نقاش مثير بحضور النائب #سليمان_سعدواي,No,Legit,,No,,,,MSA,,5K,4.2K,58,679,23,18,26,1440,398867480715083
"#مباشر  #نقاش_الجزائر #قايد_صالح..""الحل في تطبيق المادة 102 من #الدستور"" !",No,Legit,,No,,,,MSA,,1.3K,949,34,105,18,25,233,1071,376969179811549
"✅#النهار تي في | مباشر ⚫️""الحراك الشعبي رسالة الشعب تنتظر من يترجمها إلى لائحة مطالب"" من برنامج #قضية_ونقاش",No,Legit,,No,,,,MSA,,2.4K,1.7K,72,189,52,38,323,4366,423310305140707
#النهار تي في | مباشر تخلطت في بلاطو برنامج #قضية_ونقاش بين لطفي دراجي و قيادي في حزب الأفلاناالسلام عليكم  الجديد العلمي البسيط إبطال نظرية ( تبخر - تكثف - مطر) من الأساس بالتوراة و بالإنجيل و بالقرآن و بالعلم في أقل من 10 دقائق بالصوت و الصورة. ...,No,Legit,,No,,,,MSA,,6.4K,5K,317,549,108,71,447,6604,2172639996136801
"⭕النهار| مباشر ""نعيمة صالحي..أحذر الشعب من الذباب الإلكتروني""  #نعيمة_صالحي ضيفة برنامج #نقاش_الجزائر🇩🇿 لمناقشة جديد #الحراك_الشعبي وقضايا أخرى ساخنة",No,Legit,,No,,,,MSA,,Wafa Medellel and 4.8K others,2.8K,397,293,99,74,1.1K,6771,629642597478782
🔴#فرنسا: #الجالية_الجزائرية في #مسيرات_سلمية دعما للحراك ⬇⬇⬇,No,Legit,,No,,,,MSA,,814,633,16,153,3,4,5,163,838049426553330
🔴#فرنسا: #مظاهرات جديدة لـ #السترات_الصفراء وسط أجواء من التوتر ⬇⬇⬇,No,Legit,,No,,,,MSA,,1.6K,1.3K,103,109,22,8,30,495,2288253251463322
#يتنحاو_ڨاع الشارع يريد رحيل جميع وجوه السلطة ...وبحث عن البديل #نقاش_الجزائر,No,Legit,,No,,,,MSA,,1.4K,1.1K,38,86,15,19,121,1395,2113634385389988
"#تقاش_الجزائر  ""يتنحاو ڨاع"" #الشارع يريد رحيل جميع وجوه #السلطة ...وبحث عن البديل",No,Legit,,No,,,,MSA,,896,704,9,78,7,8,90,403,1271697129653689
🔴🔴#تغطية_مباشرة من ساحة #البريد_المركزي لـ #الحراك_الشعبي في جمعته الخامسة والتي أطلقوا عليها #جمعة_الحسم أو #جمعة_الرحيل ✌✌ #سلمية #حضارية #خاوة_خاوة🇩🇿🇩🇿,No,Legit,,No,,,,MSA,,4.5K,3.5K,64,648,71,31,258,2772,795028947526832
🔴🔴#تغطية_مباشرة من ساحة #البريد_المركزي لـ #الحراك_الشعبي في جمعته الخامسة والتي أطلقوا عليها #جمعة_الحسم أو #جمعة_الرحيل ✌✌ #سلمية #حضارية #خاوة_خاوة🇩🇿🇩🇿,No,Legit,,No,,,,MSA,,5.2K,4.2K,56,803,58,35,105,1636,408741693006355
#الحراك_الشعبي  🔴#مباشر من العاصمة تجمع حاشد للمواطنين بأكبر شوارع #العاصمة قبيل إنطلاق #مسيرة_الجمعة الخامسة.. 🇩🇿✌🇩🇿,No,Legit,,No,,,,MSA,,11K,9.4K,142,1.8K,106,60,66,3394,408255329961468
